"","year","state","measurement.s.","chemical","chemical.type","value"
"502",2019,"FLORIDA","MEASURED IN PCT OF AREA BEARING","SPINETORAM ","INSECTICIDE",55
"503",2019,"FLORIDA","MEASURED IN PCT OF AREA BEARING","THIAMETHOXAM ","INSECTICIDE",16
"504",2019,"FLORIDA","MEASURED IN PCT OF AREA BEARING","TOTAL","INSECTICIDE",97
"505",2019,"FLORIDA","MEASURED IN PCT OF AREA BEARING","TOTAL","OTHER",17
"506",2019,"FLORIDA","MEASURED IN PCT OF AREA BEARING","NITROGEN","FERTILIZER",83
"507",2019,"FLORIDA","MEASURED IN PCT OF AREA BEARING","PHOSPHATE","FERTILIZER",52
"508",2019,"FLORIDA","MEASURED IN PCT OF AREA BEARING","POTASH","FERTILIZER",91
"509",2018,"CALIFORNIA","MEASURED IN LB","AZOXYSTROBIN ","FUNGICIDE",1100
"510",2018,"CALIFORNIA","MEASURED IN LB","BOSCALID ","FUNGICIDE",1800
"511",2018,"CALIFORNIA","MEASURED IN LB","CAPTAN ","FUNGICIDE",94800
"512",2018,"CALIFORNIA","MEASURED IN LB","CYFLUFENAMID ","FUNGICIDE",100
"513",2018,"CALIFORNIA","MEASURED IN LB","CYPRODINIL ","FUNGICIDE",4900
"514",2018,"CALIFORNIA","MEASURED IN LB","FENHEXAMID ","FUNGICIDE",3100
"515",2018,"CALIFORNIA","MEASURED IN LB","FLUDIOXONIL ","FUNGICIDE",3300
"516",2018,"CALIFORNIA","MEASURED IN LB","FLUOPYRAM ","FUNGICIDE",1600
"517",2018,"CALIFORNIA","MEASURED IN LB","FLUXAPYROXAD ","FUNGICIDE",1100
"518",2018,"CALIFORNIA","MEASURED IN LB","MEFENOXAM ","FUNGICIDE",2000
"519",2018,"CALIFORNIA","MEASURED IN LB","MYCLOBUTANIL ","FUNGICIDE",1100
"520",2018,"CALIFORNIA","MEASURED IN LB","PENTHIOPYRAD ","FUNGICIDE",2900
"521",2018,"CALIFORNIA","MEASURED IN LB","POLYOXIN D ZINC SALT ","FUNGICIDE",300
"522",2018,"CALIFORNIA","MEASURED IN LB","POTASSIUM BICARBON. ","FUNGICIDE",15200
"523",2018,"CALIFORNIA","MEASURED IN LB","PROPICONAZOLE ","FUNGICIDE",1000
"524",2018,"CALIFORNIA","MEASURED IN LB","PYRACLOSTROBIN ","FUNGICIDE",2300
"525",2018,"CALIFORNIA","MEASURED IN LB","PYRIMETHANIL ","FUNGICIDE",2800
"526",2018,"CALIFORNIA","MEASURED IN LB","QUINOLINE ","FUNGICIDE",900
"527",2018,"CALIFORNIA","MEASURED IN LB","SULFUR ","FUNGICIDE",298200
"528",2018,"CALIFORNIA","MEASURED IN LB","TETRACONAZOLE ","FUNGICIDE",400
"529",2018,"CALIFORNIA","MEASURED IN LB","THIOPHANATE-METHYL ","FUNGICIDE",1100
"530",2018,"CALIFORNIA","MEASURED IN LB","THIRAM ","FUNGICIDE",20100
"531",2018,"CALIFORNIA","MEASURED IN LB","TOTAL","FUNGICIDE",466900
"532",2018,"CALIFORNIA","MEASURED IN LB","TRIFLOXYSTROBIN ","FUNGICIDE",2000
"533",2018,"CALIFORNIA","MEASURED IN LB","TRIFLUMIZOLE ","FUNGICIDE",1900
"534",2018,"CALIFORNIA","MEASURED IN LB","FLUMIOXAZIN ","HERBICIDE",100
"535",2018,"CALIFORNIA","MEASURED IN LB","OXYFLUORFEN ","HERBICIDE",800
"536",2018,"CALIFORNIA","MEASURED IN LB","PENDIMETHALIN ","HERBICIDE",2700
"537",2018,"CALIFORNIA","MEASURED IN LB","TOTAL","HERBICIDE",7200
"538",2018,"CALIFORNIA","MEASURED IN LB","ABAMECTIN ","INSECTICIDE",200
"539",2018,"CALIFORNIA","MEASURED IN LB","ACEQUINOCYL ","INSECTICIDE",1400
"540",2018,"CALIFORNIA","MEASURED IN LB","ACETAMIPRID ","INSECTICIDE",1200
"541",2018,"CALIFORNIA","MEASURED IN LB","AZADIRACHTIN ","INSECTICIDE",600
"542",2018,"CALIFORNIA","MEASURED IN LB","BIFENAZATE ","INSECTICIDE",5100
"543",2018,"CALIFORNIA","MEASURED IN LB","BIFENTHRIN ","INSECTICIDE",1100
"544",2018,"CALIFORNIA","MEASURED IN LB","CHLORANTRANILIPROLE ","INSECTICIDE",600
"545",2018,"CALIFORNIA","MEASURED IN LB","CYFLUMETOFEN ","INSECTICIDE",1800
"546",2018,"CALIFORNIA","MEASURED IN LB","FENPROPATHRIN ","INSECTICIDE",1100
"547",2018,"CALIFORNIA","MEASURED IN LB","FENPYROXIMATE ","INSECTICIDE",100
"548",2018,"CALIFORNIA","MEASURED IN LB","FLONICAMID ","INSECTICIDE",1300
"549",2018,"CALIFORNIA","MEASURED IN LB","FLUPYRADIFURONE ","INSECTICIDE",700
"550",2018,"CALIFORNIA","MEASURED IN LB","HEXYTHIAZOX ","INSECTICIDE",800
"551",2018,"CALIFORNIA","MEASURED IN LB","IMIDACLOPRID ","INSECTICIDE",4100
"552",2018,"CALIFORNIA","MEASURED IN LB","MALATHION ","INSECTICIDE",8000
"553",2018,"CALIFORNIA","MEASURED IN LB","METHOXYFENOZIDE ","INSECTICIDE",1000
"554",2018,"CALIFORNIA","MEASURED IN LB","NALED ","INSECTICIDE",5000
"555",2018,"CALIFORNIA","MEASURED IN LB","NEEM OIL, CLAR. HYD. ","INSECTICIDE",90500
"556",2018,"CALIFORNIA","MEASURED IN LB","NOVALURON ","INSECTICIDE",1700
"557",2018,"CALIFORNIA","MEASURED IN LB","PYRETHRINS ","INSECTICIDE",400
"558",2018,"CALIFORNIA","MEASURED IN LB","SPINETORAM ","INSECTICIDE",800
"559",2018,"CALIFORNIA","MEASURED IN LB","SPINOSAD ","INSECTICIDE",700
"560",2018,"CALIFORNIA","MEASURED IN LB","SPIROMESIFEN ","INSECTICIDE",1000
"561",2018,"CALIFORNIA","MEASURED IN LB","THIAMETHOXAM ","INSECTICIDE",400
"562",2018,"CALIFORNIA","MEASURED IN LB","TOTAL","INSECTICIDE",134400
"563",2018,"CALIFORNIA","MEASURED IN LB","CHLOROPICRIN ","OTHER",2749500
"564",2018,"CALIFORNIA","MEASURED IN LB","DICHLOROPROPENE ","OTHER",668000
"565",2018,"CALIFORNIA","MEASURED IN LB","FLUTRIAFOL ","OTHER",400
"566",2018,"CALIFORNIA","MEASURED IN LB","REYNOUTRIA SACHALINE ","OTHER",1700
"567",2018,"CALIFORNIA","MEASURED IN LB","TOTAL","OTHER",3586800
"568",2018,"CALIFORNIA","MEASURED IN LB","NITROGEN","FERTILIZER",10676000
"569",2018,"CALIFORNIA","MEASURED IN LB","PHOSPHATE","FERTILIZER",5745000
"570",2018,"CALIFORNIA","MEASURED IN LB","POTASH","FERTILIZER",10583000
"571",2018,"CALIFORNIA","MEASURED IN LB","SULFUR","FERTILIZER",2637000
"572",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","AZOXYSTROBIN ","FUNGICIDE",0.213
"573",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","BOSCALID ","FUNGICIDE",0.358
"574",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","CAPTAN ","FUNGICIDE",1.878
"575",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","CYFLUFENAMID ","FUNGICIDE",0.022
"576",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","CYPRODINIL ","FUNGICIDE",0.32
"577",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","FENHEXAMID ","FUNGICIDE",0.59
"578",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","FLUDIOXONIL ","FUNGICIDE",0.214
"579",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","FLUOPYRAM ","FUNGICIDE",0.119
"580",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","FLUXAPYROXAD ","FUNGICIDE",0.17
"581",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","MEFENOXAM ","FUNGICIDE",0.488
"582",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","MYCLOBUTANIL ","FUNGICIDE",0.104
"583",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","PENTHIOPYRAD ","FUNGICIDE",0.301
"584",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","POLYOXIN D ZINC SALT ","FUNGICIDE",0.044
"585",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","POTASSIUM BICARBON. ","FUNGICIDE",2.425
"586",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","PROPICONAZOLE ","FUNGICIDE",0.112
"587",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","PYRACLOSTROBIN ","FUNGICIDE",0.171
"588",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","PYRIMETHANIL ","FUNGICIDE",0.628
"589",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","QUINOLINE ","FUNGICIDE",0.096
"590",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","SULFUR ","FUNGICIDE",4.865
"591",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","TETRACONAZOLE ","FUNGICIDE",0.038
"592",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","THIOPHANATE-METHYL ","FUNGICIDE",0.636
"593",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","THIRAM ","FUNGICIDE",2.078
"594",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","TRIFLOXYSTROBIN ","FUNGICIDE",0.114
"595",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","TRIFLUMIZOLE ","FUNGICIDE",0.241
"596",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","FLUMIOXAZIN ","HERBICIDE",0.096
"597",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","OXYFLUORFEN ","HERBICIDE",0.353
"598",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","PENDIMETHALIN ","HERBICIDE",1.364
"599",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","ABAMECTIN ","INSECTICIDE",0.019
"600",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","ACEQUINOCYL ","INSECTICIDE",0.297
"601",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","ACETAMIPRID ","INSECTICIDE",0.118
"602",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","AZADIRACHTIN ","INSECTICIDE",0.032
"603",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","BIFENAZATE ","INSECTICIDE",0.49
"604",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","BIFENTHRIN ","INSECTICIDE",0.098
"605",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","CHLORANTRANILIPROLE ","INSECTICIDE",0.071
"606",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","CYFLUMETOFEN ","INSECTICIDE",0.179
"607",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","FENPROPATHRIN ","INSECTICIDE",0.286
"608",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","FENPYROXIMATE ","INSECTICIDE",0.105
"609",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","FLONICAMID ","INSECTICIDE",0.082
"610",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","FLUPYRADIFURONE ","INSECTICIDE",0.172
"611",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","HEXYTHIAZOX ","INSECTICIDE",0.181
"612",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","IMIDACLOPRID ","INSECTICIDE",0.5
"613",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","MALATHION ","INSECTICIDE",1.799
"614",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","METHOXYFENOZIDE ","INSECTICIDE",0.176
"615",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","NALED ","INSECTICIDE",0.891
"616",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","NEEM OIL, CLAR. HYD. ","INSECTICIDE",6.34
"617",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","NOVALURON ","INSECTICIDE",0.073
"618",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","PYRETHRINS ","INSECTICIDE",0.054
"619",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","SPINETORAM ","INSECTICIDE",0.069
"620",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","SPINOSAD ","INSECTICIDE",0.091
"621",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","SPIROMESIFEN ","INSECTICIDE",0.25
"622",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","THIAMETHOXAM ","INSECTICIDE",0.06
"623",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","CHLOROPICRIN ","OTHER",236.901
"624",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","DICHLOROPROPENE ","OTHER",83.195
"625",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","FLUTRIAFOL ","OTHER",0.113
"626",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","REYNOUTRIA SACHALINE ","OTHER",0.226
"627",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","NITROGEN","FERTILIZER",18
"628",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","PHOSPHATE","FERTILIZER",15
"629",2018,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","POTASH","FERTILIZER",24
"630",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","AZOXYSTROBIN ","FUNGICIDE",0.298
"631",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","BOSCALID ","FUNGICIDE",0.565
"632",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","CAPTAN ","FUNGICIDE",6.452
"633",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","CYFLUFENAMID ","FUNGICIDE",0.026
"634",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","CYPRODINIL ","FUNGICIDE",0.461
"635",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","FENHEXAMID ","FUNGICIDE",1.005
"636",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","FLUDIOXONIL ","FUNGICIDE",0.307
"637",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","FLUOPYRAM ","FUNGICIDE",0.143
"638",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","FLUXAPYROXAD ","FUNGICIDE",0.217
"639",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","MEFENOXAM ","FUNGICIDE",0.711
"640",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","MYCLOBUTANIL ","FUNGICIDE",0.167
"641",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","PENTHIOPYRAD ","FUNGICIDE",0.402
"642",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","POLYOXIN D ZINC SALT ","FUNGICIDE",0.05
"643",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","POTASSIUM BICARBON. ","FUNGICIDE",3.52
"644",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","PROPICONAZOLE ","FUNGICIDE",0.221
"645",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","PYRACLOSTROBIN ","FUNGICIDE",0.305
"646",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","PYRIMETHANIL ","FUNGICIDE",0.762
"647",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","QUINOLINE ","FUNGICIDE",0.113
"648",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","SULFUR ","FUNGICIDE",12.88
"649",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","TETRACONAZOLE ","FUNGICIDE",0.055
"650",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","THIOPHANATE-METHYL ","FUNGICIDE",0.827
"651",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","THIRAM ","FUNGICIDE",4.285
"652",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","TRIFLOXYSTROBIN ","FUNGICIDE",0.148
"653",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","TRIFLUMIZOLE ","FUNGICIDE",0.396
"654",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","FLUMIOXAZIN ","HERBICIDE",0.105
"655",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","OXYFLUORFEN ","HERBICIDE",0.355
"656",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","PENDIMETHALIN ","HERBICIDE",1.944
"657",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","ABAMECTIN ","INSECTICIDE",0.027
"658",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","ACEQUINOCYL ","INSECTICIDE",0.364
"659",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","ACETAMIPRID ","INSECTICIDE",0.165
"660",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","AZADIRACHTIN ","INSECTICIDE",0.06
"661",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","BIFENAZATE ","INSECTICIDE",0.645
"662",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","BIFENTHRIN ","INSECTICIDE",0.163
"663",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","CHLORANTRANILIPROLE ","INSECTICIDE",0.084
"664",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","CYFLUMETOFEN ","INSECTICIDE",0.24
"665",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","FENPROPATHRIN ","INSECTICIDE",0.397
"666",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","FENPYROXIMATE ","INSECTICIDE",0.128
"667",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","FLONICAMID ","INSECTICIDE",0.105
"668",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","FLUPYRADIFURONE ","INSECTICIDE",0.234
"669",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","HEXYTHIAZOX ","INSECTICIDE",0.212
"670",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","IMIDACLOPRID ","INSECTICIDE",0.63
"671",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","MALATHION ","INSECTICIDE",3.062
"672",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","METHOXYFENOZIDE ","INSECTICIDE",0.214
"673",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","NALED ","INSECTICIDE",1.091
"674",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","NEEM OIL, CLAR. HYD. ","INSECTICIDE",10.762
"675",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","NOVALURON ","INSECTICIDE",0.119
"676",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","PYRETHRINS ","INSECTICIDE",0.137
"677",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","SPINETORAM ","INSECTICIDE",0.083
"678",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","SPINOSAD ","INSECTICIDE",0.104
"679",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","SPIROMESIFEN ","INSECTICIDE",0.319
"680",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","THIAMETHOXAM ","INSECTICIDE",0.086
"681",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","CHLOROPICRIN ","OTHER",256.687
"682",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","DICHLOROPROPENE ","OTHER",85.17
"683",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","FLUTRIAFOL ","OTHER",0.129
"684",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","REYNOUTRIA SACHALINE ","OTHER",0.307
"685",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","NITROGEN","FERTILIZER",307
"686",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","PHOSPHATE","FERTILIZER",172
"687",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","POTASH","FERTILIZER",315
"688",2018,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","SULFUR","FERTILIZER",91
"689",2018,"CALIFORNIA","MEASURED IN NUMBER","AZOXYSTROBIN ","FUNGICIDE",1.4
"690",2018,"CALIFORNIA","MEASURED IN NUMBER","BACILLUS AMYLOLIQUEFACIENS STRAIN D747 ","FUNGICIDE",1.5
"691",2018,"CALIFORNIA","MEASURED IN NUMBER","BACILLUS SUBTILIS ","FUNGICIDE",2.4
"692",2018,"CALIFORNIA","MEASURED IN NUMBER","BOSCALID ","FUNGICIDE",1.6
"693",2018,"CALIFORNIA","MEASURED IN NUMBER","CAPTAN ","FUNGICIDE",3.4
"694",2018,"CALIFORNIA","MEASURED IN NUMBER","CYFLUFENAMID ","FUNGICIDE",1.2
"695",2018,"CALIFORNIA","MEASURED IN NUMBER","CYPRODINIL ","FUNGICIDE",1.4
"696",2018,"CALIFORNIA","MEASURED IN NUMBER","FENHEXAMID ","FUNGICIDE",1.7
"697",2018,"CALIFORNIA","MEASURED IN NUMBER","FLUDIOXONIL ","FUNGICIDE",1.4
"698",2018,"CALIFORNIA","MEASURED IN NUMBER","FLUOPYRAM ","FUNGICIDE",1.2
"699",2018,"CALIFORNIA","MEASURED IN NUMBER","FLUXAPYROXAD ","FUNGICIDE",1.3
"700",2018,"CALIFORNIA","MEASURED IN NUMBER","MEFENOXAM ","FUNGICIDE",1.5
"701",2018,"CALIFORNIA","MEASURED IN NUMBER","MYCLOBUTANIL ","FUNGICIDE",1.6
"702",2018,"CALIFORNIA","MEASURED IN NUMBER","PENTHIOPYRAD ","FUNGICIDE",1.3
"703",2018,"CALIFORNIA","MEASURED IN NUMBER","POLYOXIN D ZINC SALT ","FUNGICIDE",1.1
"704",2018,"CALIFORNIA","MEASURED IN NUMBER","POTASSIUM BICARBON. ","FUNGICIDE",1.5
"705",2018,"CALIFORNIA","MEASURED IN NUMBER","PYRACLOSTROBIN ","FUNGICIDE",1.8
"706",2018,"CALIFORNIA","MEASURED IN NUMBER","PYRIMETHANIL ","FUNGICIDE",1.2
"707",2018,"CALIFORNIA","MEASURED IN NUMBER","QUINOLINE ","FUNGICIDE",1.2
"708",2018,"CALIFORNIA","MEASURED IN NUMBER","SULFUR ","FUNGICIDE",2.6
"709",2018,"CALIFORNIA","MEASURED IN NUMBER","TETRACONAZOLE ","FUNGICIDE",1.5
"710",2018,"CALIFORNIA","MEASURED IN NUMBER","THIOPHANATE-METHYL ","FUNGICIDE",1.3
"711",2018,"CALIFORNIA","MEASURED IN NUMBER","THIRAM ","FUNGICIDE",2.1
"712",2018,"CALIFORNIA","MEASURED IN NUMBER","TRIFLOXYSTROBIN ","FUNGICIDE",1.3
"713",2018,"CALIFORNIA","MEASURED IN NUMBER","TRIFLUMIZOLE ","FUNGICIDE",1.6
"714",2018,"CALIFORNIA","MEASURED IN NUMBER","FLUMIOXAZIN ","HERBICIDE",1.1
"715",2018,"CALIFORNIA","MEASURED IN NUMBER","PENDIMETHALIN ","HERBICIDE",1.4
"716",2018,"CALIFORNIA","MEASURED IN NUMBER","ABAMECTIN ","INSECTICIDE",1.4
"717",2018,"CALIFORNIA","MEASURED IN NUMBER","ACEQUINOCYL ","INSECTICIDE",1.2
"718",2018,"CALIFORNIA","MEASURED IN NUMBER","ACETAMIPRID ","INSECTICIDE",1.4
"719",2018,"CALIFORNIA","MEASURED IN NUMBER","AZADIRACHTIN ","INSECTICIDE",1.9
"720",2018,"CALIFORNIA","MEASURED IN NUMBER","BIFENAZATE ","INSECTICIDE",1.3
"721",2018,"CALIFORNIA","MEASURED IN NUMBER","BIFENTHRIN ","INSECTICIDE",1.7
"722",2018,"CALIFORNIA","MEASURED IN NUMBER","BT KURSTAK ABTS-1857 ","INSECTICIDE",1.2
"723",2018,"CALIFORNIA","MEASURED IN NUMBER","BT KURSTAKI ABTS-351 ","INSECTICIDE",2.3
"724",2018,"CALIFORNIA","MEASURED IN NUMBER","BT KURSTAKI SA-11 ","INSECTICIDE",1.1
"725",2018,"CALIFORNIA","MEASURED IN NUMBER","CHLORANTRANILIPROLE ","INSECTICIDE",1.2
"726",2018,"CALIFORNIA","MEASURED IN NUMBER","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA ","INSECTICIDE",1.1
"727",2018,"CALIFORNIA","MEASURED IN NUMBER","CYFLUMETOFEN ","INSECTICIDE",1.3
"728",2018,"CALIFORNIA","MEASURED IN NUMBER","FENPROPATHRIN ","INSECTICIDE",1.4
"729",2018,"CALIFORNIA","MEASURED IN NUMBER","FENPYROXIMATE ","INSECTICIDE",1.2
"730",2018,"CALIFORNIA","MEASURED IN NUMBER","FLONICAMID ","INSECTICIDE",1.3
"731",2018,"CALIFORNIA","MEASURED IN NUMBER","FLUPYRADIFURONE ","INSECTICIDE",1.4
"732",2018,"CALIFORNIA","MEASURED IN NUMBER","HEXYTHIAZOX ","INSECTICIDE",1.2
"733",2018,"CALIFORNIA","MEASURED IN NUMBER","IMIDACLOPRID ","INSECTICIDE",1.3
"734",2018,"CALIFORNIA","MEASURED IN NUMBER","MALATHION ","INSECTICIDE",1.7
"735",2018,"CALIFORNIA","MEASURED IN NUMBER","METHOXYFENOZIDE ","INSECTICIDE",1.2
"736",2018,"CALIFORNIA","MEASURED IN NUMBER","NALED ","INSECTICIDE",1.2
"737",2018,"CALIFORNIA","MEASURED IN NUMBER","NEEM OIL, CLAR. HYD. ","INSECTICIDE",1.7
"738",2018,"CALIFORNIA","MEASURED IN NUMBER","NOVALURON ","INSECTICIDE",1.6
"739",2018,"CALIFORNIA","MEASURED IN NUMBER","PYRETHRINS ","INSECTICIDE",2.5
"740",2018,"CALIFORNIA","MEASURED IN NUMBER","SPINETORAM ","INSECTICIDE",1.2
"741",2018,"CALIFORNIA","MEASURED IN NUMBER","SPINOSAD ","INSECTICIDE",1.2
"742",2018,"CALIFORNIA","MEASURED IN NUMBER","SPIROMESIFEN ","INSECTICIDE",1.3
"743",2018,"CALIFORNIA","MEASURED IN NUMBER","THIAMETHOXAM ","INSECTICIDE",1.4
"744",2018,"CALIFORNIA","MEASURED IN NUMBER","CHLOROPICRIN ","OTHER",1.1
"745",2018,"CALIFORNIA","MEASURED IN NUMBER","FLUTRIAFOL ","OTHER",1.1
"746",2018,"CALIFORNIA","MEASURED IN NUMBER","REYNOUTRIA SACHALINE ","OTHER",1.4
"747",2018,"CALIFORNIA","MEASURED IN NUMBER","NITROGEN","FERTILIZER",16.9
"748",2018,"CALIFORNIA","MEASURED IN NUMBER","PHOSPHATE","FERTILIZER",11.8
"749",2018,"CALIFORNIA","MEASURED IN NUMBER","POTASH","FERTILIZER",13.2
"750",2018,"CALIFORNIA","MEASURED IN NUMBER","SULFUR","FERTILIZER",10.2
"751",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","AZOXYSTROBIN ","FUNGICIDE",10
